id	gender	deg	yrdeg	field	startyr	year	rank	admin	salary
468	"M"	"PhD"	67	"Other"	66	95	"Full"	0	5016
469	"F"	"PhD"	83	"Other"	86	95	"Assoc"	1	5242
470	"F"	"PhD"	74	"Other"	74	95	"Assoc"	1	4676
471	"M"	"PhD"	80	"Other"	91	95	"Assoc"	0	5242
472	"F"	"PhD"	71	"Other"	79	95	"Assoc"	0	4286
473	"M"	"PhD"	82	"Other"	82	95	"Full"	0	8049
474	"F"	"PhD"	85	"Arts"	85	95	"Assoc"	0	4480
475	"M"	"PhD"	67	"Other"	72	95	"Full"	0	6048
476	"M"	"PhD"	87	"Prof"	92	95	"Assoc"	0	6223
477	"M"	"PhD"	72	"Other"	87	95	"Full"	1	10561
478	"M"	"PhD"	75	"Prof"	95	95	"Full"	0	10713
479	"F"	"PhD"	81	"Other"	83	95	"Assoc"	0	4670
480	"M"	"PhD"	70	"Other"	66	95	"Full"	0	8586
481	"M"	"PhD"	91	"Prof"	94	95	"Assist"	0	6135
482	"M"	"PhD"	71	"Prof"	79	95	"Full"	0	9556
483	"F"	"PhD"	85	"Other"	90	95	"Assist"	0	5095
484	"M"	"PhD"	80	"Other"	84	95	"Full"	0	10293
485	"F"	"PhD"	94	"Other"	94	95	"Assist"	0	4416
486	"M"	"PhD"	80	"Other"	85	95	"Assoc"	0	5168
487	"M"	"PhD"	85	"Other"	85	95	"Assoc"	1	5395
488	"F"	"PhD"	85	"Other"	86	95	"Assoc"	0	5095
489	"M"	"PhD"	94	"Arts"	94	95	"Assist"	0	3939
490	"M"	"PhD"	61	"Prof"	61	95	"Full"	0	8896
491	"M"	"PhD"	72	"Other"	95	95	"Full"	1	13000
492	"M"	"PhD"	77	"Prof"	77	95	"Full"	0	8049
494	"M"	"PhD"	67	"Prof"	78	95	"Full"	0	5311
495	"M"	"PhD"	60	"Other"	67	95	"Full"	0	8896
496	"M"	"PhD"	77	"Prof"	78	95	"Full"	0	8049
497	"M"	"PhD"	66	"Arts"	66	95	"Assist"	0	4544
498	"M"	"PhD"	75	"Prof"	76	95	"Full"	0	7388
499	"M"	"PhD"	64	"Other"	70	95	"Full"	0	6313.184
500	"M"	"PhD"	69	"Other"	68	95	"Full"	0	5168
501	"M"	"PhD"	82	"Other"	83	95	"Full"	0	10862
502	"M"	"PhD"	69	"Other"	74	95	"Full"	0	7935
503	"F"	"PhD"	68	"Other"	72	95	"Full"	0	6772
504	"F"	"PhD"	81	"Arts"	89	95	"Full"	0	5878
505	"F"	"PhD"	89	"Prof"	89	95	"Assoc"	0	6496
506	"M"	"PhD"	68	"Other"	81	95	"Full"	0	6581
507	"M"	"PhD"	83	"Other"	91	95	"Assoc"	0	4875
509	"M"	"PhD"	70	"Other"	87	95	"Full"	0	7283
510	"M"	"PhD"	70	"Other"	73	95	"Full"	0	7283
511	"F"	"PhD"	75	"Arts"	78	95	"Assoc"	0	3939
512	"M"	"PhD"	81	"Arts"	91	95	"Full"	1	6878
513	"M"	"PhD"	83	"Other"	89	95	"Full"	0	5794
514	"F"	"PhD"	74	"Other"	79	95	"Full"	1	10400
516	"M"	"PhD"	92	"Other"	91	95	"Assist"	0	7209
517	"F"	"PhD"	66	"Arts"	80	95	"Full"	0	5394
518	"M"	"PhD"	78	"Prof"	78	95	"Full"	0	8049
520	"M"	"PhD"	75	"Other"	83	95	"Assoc"	0	4292
522	"M"	"PhD"	63	"Other"	69	95	"Full"	0	6878
523	"M"	"PhD"	74	"Prof"	76	95	"Full"	0	7388
524	"M"	"PhD"	63	"Prof"	83	95	"Full"	0	11343
525	"F"	"PhD"	77	"Other"	80	95	"Assoc"	0	5168
526	"M"	"PhD"	85	"Other"	86	95	"Assoc"	0	5472
527	"M"	"PhD"	55	"Other"	57	95	"Full"	0	7602
528	"M"	"PhD"	65	"Arts"	65	95	"Full"	0	6684
529	"F"	"PhD"	89	"Arts"	90	95	"Assist"	0	4292
530	"M"	"PhD"	73	"Prof"	78	95	"Full"	0	6590
531	"M"	"PhD"	80	"Prof"	83	95	"Assoc"	0	5095
532	"M"	"PhD"	65	"Other"	65	95	"Full"	0	5955
533	"M"	"PhD"	73	"Other"	82	95	"Full"	0	5394
534	"F"	"PhD"	89	"Other"	93	95	"Assist"	0	4231
535	"M"	"PhD"	61	"Prof"	77	95	"Full"	0	10867
536	"F"	"PhD"	83	"Arts"	85	95	"Assoc"	0	4544
537	"M"	"PhD"	81	"Other"	83	95	"Full"	0	5962
538	"M"	"PhD"	91	"Other"	91	95	"Assist"	0	7321
539	"M"	"PhD"	57	"Other"	64	95	"Full"	0	9420
540	"M"	"PhD"	66	"Other"	69	95	"Full"	0	5870
541	"M"	"PhD"	69	"Other"	69	95	"Full"	0	6496
542	"M"	"PhD"	68	"Other"	78	95	"Full"	0	9449
543	"M"	"PhD"	54	"Prof"	61	95	"Full"	0	9420
544	"M"	"PhD"	68	"Other"	72	95	"Full"	0	9286
545	"M"	"PhD"	72	"Other"	85	95	"Full"	0	6977
547	"M"	"PhD"	84	"Prof"	84	95	"Full"	0	6878
548	"M"	"PhD"	72	"Other"	72	95	"Full"	0	6223
550	"M"	"PhD"	82	"Other"	82	95	"Full"	1	8258
551	"M"	"PhD"	77	"Other"	78	95	"Full"	1	10758
552	"F"	"PhD"	92	"Other"	94	95	"Assist"	0	3559
553	"M"	"PhD"	72	"Prof"	79	95	"Assoc"	0	7388
554	"F"	"PhD"	81	"Other"	84	95	"Full"	0	8770
555	"M"	"PhD"	69	"Other"	68	95	"Full"	0	6048
556	"M"	"PhD"	63	"Other"	66	95	"Assoc"	0	4982
557	"F"	"PhD"	87	"Other"	89	95	"Assoc"	0	4225
558	"M"	"PhD"	77	"Other"	89	95	"Full"	0	7283
560	"F"	"PhD"	81	"Other"	90	95	"Assoc"	0	4604
561	"M"	"PhD"	74	"Prof"	74	95	"Full"	1	11507
562	"M"	"PhD"	75	"Other"	91	95	"Full"	0	10561
563	"F"	"PhD"	72	"Prof"	88	95	"Full"	1	9946
564	"M"	"PhD"	69	"Other"	92	95	"Assoc"	0	7494
565	"M"	"PhD"	77	"Prof"	93	95	"Full"	0	5088
566	"M"	"PhD"	72	"Prof"	78	95	"Full"	0	7379
567	"F"	"PhD"	93	"Arts"	95	95	"Assist"	0	4231
569	"F"	"PhD"	93	"Other"	95	95	"Assist"	0	4286
570	"M"	"PhD"	65	"Other"	76	95	"Full"	0	7388
571	"F"	"PhD"	69	"Other"	69	95	"Full"	0	5705
572	"M"	"PhD"	60	"Other"	66	95	"Full"	1	8180
573	"M"	"PhD"	65	"Prof"	66	95	"Full"	0	9154
574	"F"	"PhD"	74	"Other"	74	95	"Full"	0	7078
575	"F"	"PhD"	78	"Other"	85	95	"Assoc"	0	4743
576	"M"	"PhD"	66	"Other"	68	95	"Full"	1	6590
577	"F"	"PhD"	79	"Other"	89	95	"Assoc"	0	4737
578	"M"	"PhD"	76	"Other"	83	95	"Assoc"	1	5472
579	"M"	"PhD"	87	"Other"	90	95	"Assoc"	0	4951
580	"M"	"PhD"	77	"Prof"	86	95	"Full"	0	8646
581	"M"	"PhD"	79	"Other"	83	95	"Full"	0	5712
582	"M"	"PhD"	74	"Other"	81	95	"Full"	0	11702
583	"M"	"PhD"	86	"Prof"	86	95	"Assoc"	0	6781
584	"F"	"PhD"	90	"Other"	92	95	"Assist"	0	3769
585	"M"	"PhD"	69	"Other"	73	95	"Full"	0	11184
586	"F"	"PhD"	91	"Other"	94	95	"Assist"	0	4544
587	"M"	"PhD"	80	"Other"	82	95	"Assoc"	0	7379
588	"F"	"PhD"	91	"Arts"	93	95	"Assist"	0	3828
589	"F"	"PhD"	90	"Other"	91	95	"Assist"	0	3459
590	"M"	"PhD"	71	"Other"	76	95	"Full"	1	10105
591	"M"	"PhD"	83	"Other"	87	95	"Assoc"	0	8895
592	"F"	"PhD"	94	"Other"	94	95	"Assist"	0	4544
593	"M"	"PhD"	84	"Prof"	86	95	"Assoc"	0	6590
594	"M"	"PhD"	70	"Other"	76	95	"Full"	0	5168
595	"M"	"PhD"	68	"Other"	70	95	"Full"	0	6135
596	"M"	"PhD"	85	"Other"	91	95	"Assist"	0	4676
597	"F"	"PhD"	86	"Other"	86	95	"Assoc"	0	4106
598	"M"	"PhD"	71	"Other"	74	95	"Assoc"	0	5095
599	"M"	"PhD"	94	"Other"	93	95	"Assist"	0	7919
600	"M"	"PhD"	77	"Other"	77	95	"Full"	0	5394
601	"F"	"PhD"	86	"Other"	86	95	"Assoc"	0	7919
602	"M"	"PhD"	88	"Prof"	90	95	"Assist"	0	5794
603	"M"	"PhD"	94	"Other"	94	95	"Assist"	0	4676
604	"M"	"PhD"	61	"Other"	61	95	"Full"	0	9025
605	"F"	"PhD"	74	"Prof"	86	95	"Full"	0	8523
606	"M"	"PhD"	82	"Prof"	92	95	"Assist"	0	6404
607	"M"	"PhD"	70	"Other"	72	95	"Full"	0	7714
608	"M"	"PhD"	85	"Prof"	85	95	"Assoc"	0	5794
609	"F"	"PhD"	73	"Prof"	78	95	"Assoc"	0	5631
610	"M"	"PhD"	74	"Other"	88	95	"Full"	0	5544
611	"M"	"PhD"	83	"Other"	85	95	"Assoc"	0	5095
612	"M"	"PhD"	70	"Prof"	83	95	"Full"	0	7712
613	"M"	"PhD"	61	"Prof"	68	95	"Full"	0	6223
614	"M"	"PhD"	84	"Arts"	84	95	"Assoc"	0	4480
615	"F"	"PhD"	91	"Other"	95	95	"Assist"	0	3459
616	"M"	"PhD"	68	"Arts"	73	95	"Full"	0	6684
617	"F"	"PhD"	84	"Other"	84	95	"Assoc"	0	4411
618	"F"	"PhD"	61	"Other"	73	95	"Full"	0	7823
619	"F"	"PhD"	70	"Prof"	73	95	"Full"	1	9556
620	"M"	"PhD"	89	"Other"	94	95	"Assist"	0	3130.588
621	"M"	"PhD"	66	"Other"	71	95	"Full"	0	7611
622	"M"	"PhD"	51	"Other"	91	95	"Full"	0	10867
623	"M"	"PhD"	73	"Arts"	72	95	"Full"	0	5095
624	"M"	"PhD"	70	"Other"	78	95	"Full"	1	7935
625	"F"	"PhD"	88	"Other"	91	95	"Assist"	0	3256
626	"M"	"PhD"	74	"Other"	85	95	"Full"	0	6313
627	"M"	"PhD"	91	"Prof"	95	95	"Assist"	0	4171
628	"M"	"PhD"	85	"Prof"	89	95	"Assoc"	0	6496
629	"F"	"PhD"	90	"Other"	92	95	"Assist"	0	3934
630	"M"	"PhD"	84	"Prof"	90	95	"Assoc"	0	5168
631	"M"	"PhD"	63	"Other"	68	95	"Full"	0	5551
632	"M"	"PhD"	74	"Prof"	89	95	"Full"	0	8523
633	"M"	"PhD"	63	"Other"	75	95	"Full"	0	6135
634	"M"	"PhD"	69	"Other"	70	95	"Assoc"	0	4231
635	"M"	"PhD"	67	"Other"	79	95	"Full"	0	9692.515
636	"M"	"PhD"	75	"Prof"	79	95	"Full"	0	6488
637	"M"	"PhD"	82	"Other"	87	95	"Assoc"	0	4348
638	"M"	"PhD"	67	"Other"	67	95	"Full"	0	8896
639	"M"	"PhD"	75	"Other"	75	95	"Full"	0	5394
640	"M"	"PhD"	71	"Other"	71	95	"Full"	0	7283
642	"M"	"PhD"	91	"Prof"	95	95	"Assist"	0	3459
643	"M"	"PhD"	89	"Other"	90	95	"Assoc"	0	5705
644	"M"	"PhD"	67	"Other"	66	95	"Full"	1	9378
645	"M"	"PhD"	65	"Other"	72	95	"Full"	0	7379
646	"F"	"PhD"	91	"Other"	91	95	"Assist"	0	4225
647	"M"	"PhD"	71	"Other"	94	95	"Full"	0	9154
648	"F"	"PhD"	91	"Other"	91	95	"Assist"	0	4165
649	"M"	"PhD"	82	"Other"	84	95	"Full"	0	5712
650	"M"	"PhD"	85	"Other"	89	95	"Assoc"	0	3878
651	"M"	"PhD"	82	"Other"	85	95	"Assoc"	0	4610
653	"M"	"PhD"	77	"Other"	78	95	"Full"	0	8671
654	"F"	"PhD"	90	"Other"	92	95	"Assist"	0	5016
655	"F"	"PhD"	81	"Other"	83	95	"Full"	1	6655
657	"M"	"PhD"	90	"Arts"	88	95	"Assoc"	0	4053
658	"F"	"PhD"	89	"Other"	90	95	"Assist"	0	4544
659	"M"	"PhD"	66	"Other"	66	95	"Full"	0	7823
660	"F"	"PhD"	75	"Other"	83	95	"Full"	0	5551
661	"F"	"PhD"	84	"Other"	84	95	"Assoc"	0	4474
663	"M"	"PhD"	67	"Other"	74	95	"Full"	1	9408
664	"M"	"PhD"	69	"Arts"	69	95	"Full"	0	5631
665	"M"	"PhD"	67	"Other"	67	95	"Full"	0	7008
666	"F"	"PhD"	80	"Other"	80	95	"Full"	0	4737
667	"M"	"PhD"	92	"Other"	92	95	"Assist"	0	4048
668	"M"	"PhD"	63	"Other"	85	95	"Full"	0	8283
669	"M"	"PhD"	71	"Other"	75	95	"Full"	1	8770
670	"M"	"PhD"	85	"Arts"	92	95	"Assoc"	0	4881
671	"M"	"PhD"	55	"Other"	65	95	"Full"	0	8165
672	"M"	"PhD"	64	"Other"	68	95	"Assoc"	0	3939
673	"F"	"PhD"	86	"Other"	88	95	"Assoc"	0	4610
674	"F"	"PhD"	80	"Other"	88	95	"Assoc"	0	5248
675	"M"	"PhD"	59	"Arts"	61	95	"Full"	0	5168
677	"M"	"PhD"	82	"Other"	85	95	"Full"	0	7494
678	"F"	"PhD"	71	"Other"	77	95	"Full"	0	6287
679	"M"	"PhD"	84	"Prof"	84	95	"Full"	0	6878
682	"M"	"PhD"	69	"Other"	69	95	"Full"	0	7823
683	"M"	"PhD"	65	"Other"	62	95	"Full"	0	8454
684	"M"	"PhD"	70	"Other"	92	95	"Assoc"	0	4165
685	"M"	"PhD"	68	"Other"	73	95	"Full"	0	6223
686	"F"	"PhD"	81	"Other"	82	95	"Full"	0	4945
687	"M"	"PhD"	63	"Other"	66	95	"Full"	0	9556
688	"M"	"PhD"	87	"Prof"	92	95	"Assoc"	0	7388
689	"M"	"PhD"	85	"Prof"	86	95	"Assoc"	0	6404
690	"M"	"PhD"	64	"Prof"	67	95	"Full"	0	6684
691	"M"	"PhD"	89	"Arts"	92	95	"Assist"	0	4112
692	"M"	"PhD"	69	"Other"	75	95	"Full"	0	11840
693	"M"	"PhD"	85	"Prof"	87	95	"Full"	0	6496
694	"F"	"PhD"	55	"Other"	76	95	"Full"	0	7602
695	"M"	"PhD"	68	"Other"	73	95	"Full"	0	6135
696	"M"	"PhD"	87	"Prof"	93	95	"Assist"	0	6135
697	"M"	"PhD"	80	"Prof"	80	95	"Full"	0	8283
698	"F"	"PhD"	93	"Other"	93	95	"Assist"	0	6257
701	"M"	"PhD"	68	"Other"	68	95	"Assoc"	0	4053
702	"F"	"PhD"	86	"Prof"	87	95	"Assoc"	0	5631
703	"F"	"PhD"	78	"Other"	79	95	"Full"	0	5619
704	"F"	"PhD"	78	"Other"	78	95	"Full"	0	8039
705	"M"	"PhD"	70	"Prof"	70	95	"Full"	0	7712
706	"M"	"PhD"	82	"Prof"	82	95	"Full"	0	9556
707	"M"	"PhD"	83	"Other"	87	95	"Full"	0	6135
708	"F"	"PhD"	86	"Other"	94	95	"Assist"	0	3823
709	"M"	"PhD"	72	"Other"	70	95	"Assoc"	1	7443
711	"M"	"PhD"	82	"Other"	90	95	"Assoc"	0	6780
712	"M"	"PhD"	83	"Prof"	83	95	"Full"	0	7823
713	"M"	"PhD"	77	"Other"	79	95	"Full"	0	8402
714	"F"	"PhD"	85	"Other"	88	95	"Assoc"	0	4743
715	"F"	"PhD"	93	"Other"	93	95	"Assist"	0	4292
716	"F"	"PhD"	74	"Other"	86	95	"Full"	0	11036
717	"F"	"PhD"	77	"Arts"	80	95	"Full"	1	5551
718	"M"	"PhD"	90	"Prof"	93	95	"Assist"	0	5712
719	"M"	"PhD"	57	"Other"	63	95	"Full"	0	8523
720	"M"	"PhD"	66	"Arts"	66	95	"Full"	0	6590
721	"M"	"PhD"	65	"Other"	67	95	"Full"	0	8049
722	"M"	"PhD"	77	"Other"	76	95	"Full"	0	4812
723	"M"	"PhD"	88	"Other"	88	95	"Assoc"	0	4292
724	"F"	"PhD"	70	"Other"	74	95	"Assoc"	0	5318
725	"M"	"PhD"	69	"Other"	75	95	"Assoc"	0	4812
726	"F"	"PhD"	80	"Other"	86	95	"Assoc"	1	5095
727	"M"	"PhD"	62	"Other"	72	95	"Full"	0	7688
728	"M"	"PhD"	85	"Prof"	85	95	"Assoc"	0	6781
729	"M"	"PhD"	69	"Other"	70	95	"Full"	0	6404
731	"M"	"PhD"	78	"Other"	79	95	"Assoc"	0	5122
732	"M"	"PhD"	68	"Other"	66	95	"Full"	0	7822
733	"M"	"PhD"	60	"Other"	68	95	"Full"	0	8049
734	"M"	"PhD"	72	"Other"	85	95	"Full"	0	5465
735	"F"	"PhD"	93	"Arts"	91	95	"Assist"	0	4231
737	"F"	"PhD"	83	"Other"	94	95	"Assist"	0	4165
738	"M"	"PhD"	69	"Other"	69	95	"Full"	0	10713
739	"M"	"PhD"	66	"Prof"	65	95	"Full"	0	10411
740	"M"	"PhD"	72	"Other"	89	95	"Full"	0	8523
742	"M"	"PhD"	71	"Other"	75	95	"Full"	1	8635
743	"M"	"PhD"	85	"Other"	88	95	"Assoc"	0	4411
744	"M"	"PhD"	76	"Other"	79	95	"Full"	0	5551
745	"M"	"PhD"	83	"Other"	91	95	"Full"	0	9154
746	"M"	"PhD"	62	"Prof"	81	95	"Full"	1	11857
747	"F"	"PhD"	71	"Other"	77	95	"Full"	0	5794
749	"M"	"PhD"	72	"Arts"	76	95	"Assoc"	0	3939
751	"M"	"PhD"	65	"Prof"	67	95	"Full"	1	10867
752	"M"	"PhD"	78	"Other"	91	95	"Assoc"	0	3878
753	"M"	"PhD"	60	"Prof"	70	95	"Full"	0	9693
754	"M"	"PhD"	79	"Other"	89	95	"Full"	0	6781
755	"M"	"PhD"	86	"Other"	91	95	"Assoc"	0	5016
756	"M"	"PhD"	65	"Arts"	68	95	"Assoc"	0	4743
757	"F"	"PhD"	84	"Other"	84	95	"Full"	0	7283
758	"M"	"PhD"	70	"Other"	72	95	"Full"	0	7180
759	"M"	"PhD"	67	"Arts"	67	95	"Full"	1	7935
760	"M"	"PhD"	81	"Other"	84	95	"Full"	0	5878
761	"F"	"PhD"	81	"Prof"	88	95	"Full"	0	6590
763	"F"	"PhD"	77	"Arts"	77	95	"Full"	0	6590
765	"F"	"PhD"	88	"Other"	88	95	"Assist"	0	3934
766	"M"	"PhD"	79	"Prof"	79	95	"Full"	0	7494
767	"M"	"PhD"	61	"Other"	64	95	"Full"	0	7283
769	"M"	"PhD"	76	"Other"	77	95	"Full"	0	4411
770	"M"	"PhD"	67	"Other"	69	95	"Full"	0	6781
771	"M"	"PhD"	73	"Other"	74	95	"Full"	1	11940
772	"M"	"PhD"	83	"Prof"	86	95	"Assoc"	0	4737
773	"M"	"PhD"	88	"Prof"	90	95	"Assist"	0	6313
776	"M"	"PhD"	70	"Arts"	74	95	"Full"	0	5318
777	"M"	"PhD"	83	"Other"	88	95	"Full"	0	9135
778	"F"	"PhD"	94	"Arts"	94	95	"Assist"	0	4053
779	"M"	"PhD"	78	"Prof"	79	95	"Full"	1	7823
780	"M"	"PhD"	82	"Other"	92	95	"Full"	0	12000
781	"M"	"PhD"	89	"Arts"	89	95	"Assoc"	0	4231
782	"M"	"PhD"	74	"Other"	78	95	"Full"	0	6048
783	"M"	"PhD"	80	"Other"	80	95	"Full"	0	6135
784	"F"	"PhD"	83	"Other"	83	95	"Full"	0	4945
785	"F"	"PhD"	83	"Prof"	83	95	"Assoc"	0	5878
786	"F"	"PhD"	76	"Other"	95	95	"Assist"	0	4610
787	"M"	"PhD"	82	"Other"	90	95	"Assoc"	0	5022
788	"M"	"PhD"	68	"Prof"	68	95	"Full"	0	5394
789	"M"	"PhD"	72	"Other"	72	95	"Full"	0	7935
790	"M"	"PhD"	91	"Prof"	92	95	"Assist"	0	5794
792	"M"	"PhD"	92	"Prof"	95	95	"Assist"	0	4048
794	"F"	"PhD"	64	"Other"	64	95	"Full"	0	6313
795	"M"	"PhD"	71	"Arts"	76	95	"Assoc"	0	4231
796	"M"	"PhD"	85	"Other"	86	95	"Assoc"	0	4743
797	"F"	"PhD"	82	"Other"	91	95	"Assoc"	0	6313
798	"F"	"PhD"	75	"Other"	76	95	"Assoc"	0	5236
799	"M"	"PhD"	71	"Other"	71	95	"Assist"	0	5193
800	"M"	"PhD"	70	"Other"	78	95	"Assoc"	0	4171
801	"M"	"PhD"	89	"Prof"	91	95	"Assist"	0	5878
802	"F"	"PhD"	93	"Other"	94	95	"Assist"	0	4106
803	"M"	"PhD"	90	"Other"	95	95	"Assist"	0	4225
804	"M"	"PhD"	81	"Other"	81	95	"Assoc"	0	8526
805	"M"	"PhD"	84	"Prof"	84	95	"Assoc"	0	6223
807	"M"	"PhD"	71	"Prof"	76	95	"Full"	1	8920
808	"M"	"PhD"	73	"Other"	83	95	"Full"	0	6624
809	"F"	"PhD"	86	"Arts"	90	95	"Assist"	0	4231
810	"M"	"PhD"	75	"Other"	75	95	"Full"	1	5794
811	"M"	"PhD"	73	"Other"	75	95	"Full"	0	5551
812	"M"	"PhD"	86	"Other"	89	95	"Assoc"	0	4610
813	"M"	"PhD"	86	"Other"	86	95	"Assoc"	0	4881
815	"F"	"PhD"	60	"Other"	61	95	"Full"	0	8523
816	"M"	"PhD"	79	"Other"	88	95	"Assoc"	0	4670
817	"M"	"PhD"	64	"Prof"	64	95	"Full"	0	11182
818	"M"	"PhD"	70	"Prof"	88	95	"Full"	0	10118
819	"F"	"PhD"	69	"Arts"	80	95	"Assoc"	0	4676
820	"M"	"PhD"	71	"Other"	71	95	"Full"	0	12503
821	"M"	"PhD"	76	"Other"	84	95	"Full"	1	9820
822	"M"	"PhD"	66	"Other"	91	95	"Full"	1	7485
823	"F"	"PhD"	71	"Other"	70	95	"Full"	1	6135
824	"M"	"PhD"	67	"Other"	68	95	"Full"	0	7180
825	"M"	"PhD"	73	"Other"	76	95	"Full"	0	5022
826	"M"	"PhD"	69	"Prof"	92	95	"Full"	1	9286
827	"M"	"PhD"	78	"Other"	89	95	"Assoc"	1	7494
828	"M"	"PhD"	69	"Other"	76	95	"Full"	0	6313
829	"M"	"PhD"	79	"Arts"	81	95	"Assoc"	0	4416
830	"F"	"PhD"	73	"Other"	76	95	"Full"	1	10411
831	"M"	"PhD"	73	"Arts"	73	95	"Assoc"	1	4935
832	"F"	"PhD"	79	"Other"	80	95	"Assoc"	0	5705
833	"F"	"PhD"	86	"Arts"	90	95	"Assoc"	0	3978
834	"M"	"PhD"	48	"Other"	77	95	"Full"	0	10700
835	"M"	"PhD"	71	"Prof"	80	95	"Full"	0	8635
836	"F"	"PhD"	82	"Other"	77	95	"Full"	1	6305
837	"M"	"PhD"	69	"Prof"	69	95	"Full"	1	9556
838	"M"	"PhD"	73	"Prof"	83	95	"Full"	0	11672
839	"F"	"PhD"	86	"Other"	86	95	"Assoc"	0	4474
840	"M"	"PhD"	69	"Prof"	71	95	"Full"	0	6223
841	"M"	"PhD"	73	"Prof"	89	95	"Full"	0	11672
842	"M"	"PhD"	94	"Other"	94	95	"Assist"	0	5394
844	"M"	"PhD"	67	"Arts"	70	95	"Assoc"	1	8381
845	"M"	"PhD"	69	"Other"	72	95	"Full"	0	4670
846	"F"	"PhD"	89	"Arts"	90	95	"Assist"	0	3828
847	"M"	"PhD"	75	"Other"	83	95	"Full"	0	5955
848	"F"	"PhD"	70	"Other"	74	95	"Full"	0	6127
849	"M"	"PhD"	67	"Other"	66	95	"Assoc"	0	4743
850	"M"	"PhD"	89	"Arts"	93	95	"Assist"	0	4112
851	"M"	"PhD"	87	"Prof"	88	95	"Assoc"	0	4670
852	"M"	"PhD"	74	"Arts"	75	95	"Full"	1	6878
853	"M"	"PhD"	60	"Other"	62	95	"Full"	0	5631
854	"M"	"PhD"	71	"Prof"	83	95	"Full"	0	9420
855	"F"	"PhD"	69	"Arts"	68	95	"Full"	0	5551
856	"M"	"PhD"	75	"Other"	76	95	"Full"	0	7712
858	"M"	"PhD"	56	"Arts"	62	95	"Full"	0	7283
859	"M"	"PhD"	68	"Other"	68	95	"Full"	0	5242
860	"F"	"PhD"	74	"Other"	77	95	"Full"	0	6223
862	"M"	"PhD"	76	"Prof"	86	95	"Assoc"	0	6684
863	"M"	"PhD"	78	"Other"	78	95	"Full"	0	10316
864	"M"	"PhD"	63	"Other"	68	95	"Assoc"	0	4982
865	"M"	"PhD"	85	"Other"	90	95	"Assist"	0	4348
866	"F"	"PhD"	73	"Arts"	72	95	"Full"	0	8283
867	"F"	"PhD"	86	"Other"	91	95	"Assist"	0	4353
868	"M"	"PhD"	63	"Other"	72	95	"Full"	0	9420
869	"M"	"PhD"	61	"Other"	61	95	"Full"	0	8392
870	"M"	"PhD"	67	"Other"	79	95	"Full"	0	8327
871	"M"	"PhD"	71	"Other"	71	95	"Full"	0	6977
872	"M"	"PhD"	59	"Other"	65	95	"Full"	0	6223
873	"M"	"PhD"	60	"Prof"	83	95	"Full"	0	10713
874	"F"	"PhD"	81	"Other"	89	95	"Assoc"	0	4945
875	"M"	"PhD"	71	"Other"	74	95	"Full"	0	7823
876	"F"	"PhD"	85	"Other"	88	95	"Assoc"	0	4348
877	"F"	"PhD"	77	"Other"	95	95	"Full"	0	8896
878	"M"	"PhD"	66	"Other"	66	95	"Full"	0	4951
879	"M"	"PhD"	75	"Other"	75	95	"Assoc"	0	4292
880	"M"	"PhD"	65	"Other"	72	95	"Full"	0	5787
881	"F"	"PhD"	88	"Other"	88	95	"Assoc"	0	4353
882	"F"	"PhD"	72	"Other"	72	95	"Full"	0	7813
883	"M"	"PhD"	70	"Other"	89	95	"Full"	1	10172
884	"M"	"PhD"	75	"Prof"	79	95	"Assoc"	0	6305
885	"M"	"PhD"	61	"Other"	67	95	"Full"	0	6977
886	"M"	"PhD"	75	"Other"	94	95	"Full"	0	9154
887	"F"	"PhD"	73	"Other"	73	95	"Full"	0	8402
889	"M"	"PhD"	78	"Prof"	80	95	"Assoc"	0	6878
890	"M"	"PhD"	59	"Other"	63	95	"Full"	0	7925
892	"M"	"PhD"	83	"Other"	87	95	"Full"	0	5318
893	"M"	"PhD"	65	"Other"	68	95	"Assoc"	0	4610
894	"M"	"PhD"	72	"Other"	73	95	"Assoc"	0	5242
895	"M"	"PhD"	75	"Prof"	78	95	"Full"	0	5712
896	"M"	"PhD"	76	"Arts"	78	95	"Assoc"	0	4053
897	"M"	"PhD"	90	"Other"	93	95	"Assist"	0	3174.51
898	"M"	"PhD"	78	"Other"	79	95	"Full"	0	6958
899	"F"	"PhD"	92	"Other"	93	95	"Assist"	0	3991
900	"F"	"PhD"	90	"Other"	90	95	"Assist"	0	4353
902	"F"	"PhD"	74	"Other"	74	95	"Assoc"	0	4721
903	"F"	"PhD"	92	"Prof"	92	95	"Assist"	0	5631
904	"M"	"PhD"	64	"Other"	68	95	"Full"	0	5388
905	"M"	"PhD"	67	"Other"	65	95	"Full"	0	9025
906	"M"	"PhD"	65	"Other"	65	95	"Full"	1	8039
907	"M"	"PhD"	71	"Other"	94	95	"Assist"	0	5022
908	"M"	"PhD"	79	"Prof"	80	95	"Full"	0	7494
909	"M"	"PhD"	88	"Other"	95	95	"Assoc"	0	5787
910	"M"	"PhD"	82	"Other"	86	95	"Assoc"	0	7977
911	"F"	"PhD"	90	"Other"	90	95	"Assoc"	0	4165
912	"M"	"PhD"	91	"Other"	95	95	"Assist"	0	4053
913	"M"	"PhD"	84	"Other"	84	95	"Assoc"	0	6048
914	"M"	"PhD"	58	"Other"	71	95	"Full"	0	7388
915	"M"	"PhD"	55	"Other"	68	95	"Full"	0	7823
916	"M"	"PhD"	62	"Other"	63	95	"Full"	0	7850
